Accession	Unnamed: 0	Organism_Name	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Length	Nuc_Completeness	Geo_Location	Country	USA	Host	Isolation_Source	date	BioSample	GenBank_Title	Division
KR348980.1	1946	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	KERN_2000_2011	Orthoflavivirus nilense	10135	partial	?	?	?	Culex tarsalis	?	2011-01-09	?	West Nile virus isolate KERN_2000_2011 polyprotein gene, partial cds	?
JF899533.1	2718	West Nile virus	?	Henn,M.R., Newman,R.M., Brien,J., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Brien,J.D., Diamond,M.S., Nusbaum,C., Birren,B.	Broad Institute of MIT and Harvard	USA	2011-05-17T00:00:00Z	WNV-1/Mus/BID-V4996/brain	Orthoflavivirus nilense	10631	complete	?	?	?	Mus musculus	brain	?	?	West Nile virus isolate WNV-1/Mus/BID-V4996/brain, complete genome	New York
KR348963.1	1929	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	GRLA_6257_2011	Orthoflavivirus nilense	10299	partial	?	?	?	Culex stigmatosoma	?	2011-02-09	?	West Nile virus isolate GRLA_6257_2011 polyprotein gene, partial cds	?
KR348983.1	1949	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	KERN_2020_2011	Orthoflavivirus nilense	10270	partial	?	?	?	Culex quinquefasciatus	?	2011-01-09	?	West Nile virus isolate KERN_2020_2011 polyprotein gene, partial cds	?
AY274504.1	3256	Kunjin virus	?	Liu,W.J., Chen,H.B., Khromykh,A.A.	Clinical Medical Virology Centre, University of Queensland/Sir Albert Sakzewski Virus Research Centre, Royal Children's Hospital	Australia	2003-06-27T00:00:00Z	?	Orthoflavivirus nilense	11022	partial	?	?	?	?	?	?	?	Kunjin virus clone FLSDX polyprotein mRNA, complete cds	?
HQ671681.1	2793	West Nile virus	?	Henn,M.R., Newman,R.M., Brien,J., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Brien,J.D., Diamond,M.S., Nusbaum,C., Birren,B.	Broad Institute of MIT and Harvard	USA	2011-03-12T00:00:00Z	WNV-1/Mus/BID-V4985/spleen	Orthoflavivirus nilense	10632	complete	?	?	?	Mus musculus	spleen, abdominal cavity	?	?	West Nile virus isolate WNV-1/Mus/BID-V4985/spleen, complete genome	?
KR349024.1	1990	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	COAV_1022_2003	Orthoflavivirus nilense	10135	partial	?	?	?	Culex tarsalis	?	2003-08-19	?	West Nile virus isolate COAV_1022_2003 polyprotein gene, partial cds	?
JN819305.1	2643	West Nile virus	?	Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.	Broad Institute of MIT and Harvard	USA	2012-02-08T00:00:00Z	WNV-1/BID-V5030	Orthoflavivirus nilense	10692	complete	?	?	?	?	?	?	?	West Nile virus isolate WNV-1/BID-V5030, complete genome	Medellin
MT840690.1	75	West Nile virus	?	Kaiser,J.A., Carpio,K.L., Luo,H., Widen,S.G., Wood,T.G., Shi,P.-Y., Huang,C.Y.H., Higgs,S., Wang,T., Barrett,A.D.T.	University of Texas Medical Branch, Pathology	USA	2023-03-26T00:00:00Z	TWN3212	Orthoflavivirus nilense	10945	partial	?	?	?	?	?	?	?	West Nile virus isolate TWN3212 polyprotein gene, complete cds	?
EU249803.1	3112	West Nile virus	?	Bondre,V.P., Sankararaman,V., Gore,M.M.	National Institute of Virology, Japanese Encephalitis/West Nile Virus Group	India	2008-10-31T00:00:00Z	?	Orthoflavivirus nilense	11029	complete	?	?	?	Rousettus leschenaultii	?	1968	?	West Nile virus strain 68856, complete genome	Volgograd
FJ411043.1	3111	West Nile virus	?	Moritoh,K., Maeda,A., Nishino,T., Sasaki,N., Agui,T., Murata,R., Takashima,I., Kariwa,H., Watanabe,T., Kurane,I., Maeda,J.	Graduate School of Veterinary Medicine, Hokkaido University, Prion Diseases	Japan	2008-11-18T00:00:00Z	NY99iso-1	Orthoflavivirus nilense	11029	complete	?	?	?	?	?	?	?	West Nile virus isolate NY99iso-1, complete genome	Volgograd
KR348959.1	1925	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	GRLA_6247_2011	Orthoflavivirus nilense	10263	partial	?	?	?	Culex quinquefasciatus	?	2011-02-09	?	West Nile virus isolate GRLA_6247_2011 polyprotein gene, partial cds	?
HQ671688.1	2800	West Nile virus	?	Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Brown,I.K., Ebel,G.D., Pesko,K., Nusbaum,C., Ebel,G., Birren,B.	Broad Institute of MIT and Harvard	USA	2011-03-12T00:00:00Z	WNV-1/Culex/BID-V4165/legs	Orthoflavivirus nilense	10619	complete	?	?	?	Culex quinquefasciatus	legs	?	?	West Nile virus isolate WNV-1/Culex/BID-V4165/legs, complete genome	?
JN819318.1	2656	West Nile virus	?	Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Ebel,G., Nusbaum,C., Birren,B.	Broad Institute of MIT and Harvard	USA	2012-02-08T00:00:00Z	WNV-1/BID-V5045	Orthoflavivirus nilense	10584	complete	?	?	?	Aves	?	?	?	West Nile virus isolate WNV-1/BID-V5045, complete genome	Medellin
KR349016.1	1982	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	SAYO_838_2004	Orthoflavivirus nilense	10299	partial	?	?	?	Culex tarsalis	?	2004-08-13	?	West Nile virus isolate SAYO_838_2004 polyprotein gene, partial cds	?
KR348957.1	1923	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	GRLA_6178_2010	Orthoflavivirus nilense	10299	partial	?	?	?	Culex quinquefasciatus	?	2010-12-08	?	West Nile virus isolate GRLA_6178_2010 polyprotein gene, partial cds	?
KR348944.1	1910	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	COAV_2667_2010	Orthoflavivirus nilense	10299	partial	?	?	?	Culex tarsalis	?	2010-09-14	?	West Nile virus isolate COAV_2667_2010 polyprotein gene, partial cds	?
HQ671693.1	2805	West Nile virus	?	Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Nusbaum,C., Kramer,L., Birren,B.	Broad Institute of MIT and Harvard	USA	2011-03-12T00:00:00Z	WNV-1/Gallus/BID-V4961/kidney	Orthoflavivirus nilense	10614	complete	?	?	?	Gallus gallus	kidney, abdominal cavity	?	?	West Nile virus isolate WNV-1/Gallus/BID-V4961/kidney, complete genome	?
KR348995.1	1961	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	SAYO_1155_2005	Orthoflavivirus nilense	10220	partial	?	?	?	Culex tarsalis	?	2005-08-23	?	West Nile virus isolate SAYO_1155_2005 polyprotein gene, partial cds	?
KR348922.1	1888	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	CNTR_588_2009	Orthoflavivirus nilense	10299	partial	?	?	?	Culex tarsalis	?	2009-08-18	?	West Nile virus isolate CNTR_588_2009 polyprotein gene, partial cds	?
KR348965.1	1931	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	GRLA_6476_2011	Orthoflavivirus nilense	10299	partial	?	?	?	Culex quinquefasciatus	?	2011-10-26	?	West Nile virus isolate GRLA_6476_2011 polyprotein gene, partial cds	?
HC467807.1	3093	West Nile virus	?	Hennessy,K.J., Hayes,P.W.	?	?	2010-04-21T00:00:00Z	?	Orthoflavivirus nilense	11029	partial	?	?	?	?	?	?	?	Sequence 23 from Patent WO2010025469	?
HH961658.1	2879	West Nile virus	?	Wong,S.J., Pei-Yong,S.	?	?	2010-10-31T00:00:00Z	?	Orthoflavivirus nilense	10975	partial	?	?	?	?	?	?	?	Sequence 1 from Patent EP1601947	?
KR348927.1	1893	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	COAV_1138_2003	Orthoflavivirus nilense	10299	partial	?	?	?	Culex tarsalis	?	2003-09-16	?	West Nile virus isolate COAV_1138_2003 polyprotein gene, partial cds	?
AY262283.1	3262	West Nile virus	?	Charrel,R.N., Brault,A.C., Gallian,P., Lemasson,J.-J., Murgue,B., Murri,S., Pastorino,B., Zeller,H., de Chesse,R., de Micco,P., de Lamballerie,X.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2003-04-29T00:00:00Z	KN3829	Orthoflavivirus nilense	10984	partial	?	?	?	Culex univittatus	?	?	?	West Nile virus isolate KN3829 polyprotein gene, complete cds	Volgograd, low Volga
KR348929.1	1895	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	COAV_1333_2008	Orthoflavivirus nilense	10299	partial	?	?	?	Culex tarsalis	?	2008-10-07	?	West Nile virus isolate COAV_1333_2008 polyprotein gene, partial cds	?
HQ705670.1	2817	West Nile virus	?	Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Brown,I.K., Ebel,G.D., Pesko,K., Nusbaum,C., Ebel,G., Birren,B.	Broad Institute of MIT and Harvard	USA	2011-03-12T00:00:00Z	WNV-1/Culex/BID-V4163/legs	Orthoflavivirus nilense	10623	complete	?	?	?	Culex quinquefasciatus	legs	?	?	West Nile virus isolate WNV-1/Culex/BID-V4163/legs, complete genome	Illinois
KR348975.1	1941	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	GRLA_916_2004	Orthoflavivirus nilense	10135	partial	?	?	?	Culex quinquefasciatus	?	2004-03-08	?	West Nile virus isolate GRLA_916_2004 polyprotein gene, partial cds	?
HM488123.1	2899	West Nile virus	?	Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.	Broad Institute of MIT and Harvard	USA	2010-09-22T00:00:00Z	WNV-1/CTFS/BID-V4112/2006	Orthoflavivirus nilense	10449	complete	?	?	?	Culex pipiens	?	2006	?	West Nile virus isolate WNV-1/CTFS/BID-V4112/2006, complete genome	?
HQ705672.1	2819	West Nile virus	?	Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Brown,I.K., Ebel,G.D., Pesko,K., Nusbaum,C., Ebel,G., Birren,B.	Broad Institute of MIT and Harvard	USA	2011-03-12T00:00:00Z	WNV-1/Culex/BID-V4168/legs	Orthoflavivirus nilense	10623	complete	?	?	?	Culex quinquefasciatus	legs	?	?	West Nile virus isolate WNV-1/Culex/BID-V4168/legs, complete genome	Illinois
KR348920.1	1886	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	CNTR_542_2009	Orthoflavivirus nilense	10299	partial	?	?	?	Culex tarsalis	?	2009-03-08	?	West Nile virus isolate CNTR_542_2009 polyprotein gene, partial cds	?
HQ705675.1	2822	West Nile virus	?	Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Brown,I.K., Ebel,G.D., Pesko,K., Nusbaum,C., Ebel,G., Birren,B.	Broad Institute of MIT and Harvard	USA	2011-03-12T00:00:00Z	WNV-1/Culex/BID-V4184/legs	Orthoflavivirus nilense	10620	complete	?	?	?	Culex quinquefasciatus	legs	?	?	West Nile virus isolate WNV-1/Culex/BID-V4184/legs, complete genome	Illinois
CS543188.1	3141	West Nile virus	?	Wicker,J.A., Whiteman,M.C., Barrett,A.D.	?	?	2007-04-20T00:00:00Z	?	Orthoflavivirus nilense	11029	partial	?	?	?	?	?	?	?	Sequence 1 from Patent WO2007015783	?
KR349003.1	1969	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	SAYO_4732_2011	Orthoflavivirus nilense	10135	partial	?	?	?	Culex tarsalis	?	2011-01-09	?	West Nile virus isolate SAYO_4732_2011 polyprotein gene, partial cds	?
KR348925.1	1891	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	COAV_1028_2003	Orthoflavivirus nilense	10299	partial	?	?	?	Culex tarsalis	?	2003-08-19	?	West Nile virus isolate COAV_1028_2003 polyprotein gene, partial cds	?
KR349005.1	1971	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	SAYO_4737_2011	Orthoflavivirus nilense	10135	partial	?	?	?	Culex pipiens	?	2011-01-09	?	West Nile virus isolate SAYO_4737_2011 polyprotein gene, partial cds	?
KR349010.1	1976	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	SAYO_566_2005	Orthoflavivirus nilense	10299	partial	?	?	?	Culex tarsalis	?	2005-07-26	?	West Nile virus isolate SAYO_566_2005 polyprotein gene, partial cds	?
KR348933.1	1899	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	COAV_1572_2008	Orthoflavivirus nilense	10299	partial	?	?	?	Culex tarsalis	?	2008-03-09	?	West Nile virus isolate COAV_1572_2008 polyprotein gene, partial cds	?
HQ671670.1	2782	West Nile virus	?	Henn,M.R., Newman,R.M., Brien,J., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Brien,J.D., Diamond,M.S., Nusbaum,C., Birren,B.	Broad Institute of MIT and Harvard	USA	2011-03-12T00:00:00Z	WNV-1/Mus/BID-V4731/spleen	Orthoflavivirus nilense	10708	complete	?	?	?	Mus musculus	spleen, abdominal cavity	?	?	West Nile virus isolate WNV-1/Mus/BID-V4731/spleen, complete genome	?
KR348974.1	1940	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	GRLA_914_2004	Orthoflavivirus nilense	10135	partial	?	?	?	Culex stigmatosoma	?	2004-03-08	?	West Nile virus isolate GRLA_914_2004 polyprotein gene, partial cds	?
CS568916.1	3137	West Nile virus	?	Barrett,A.D., Tesch,R.B., Davis,C.T., Beasley,D.W.	?	?	2007-05-18T00:00:00Z	?	Orthoflavivirus nilense	11029	partial	?	?	?	?	?	?	?	Sequence 3 from Patent WO2006029300	?
KR348972.1	1938	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	GRLA_855_2011	Orthoflavivirus nilense	10299	partial	?	?	?	Culex quinquefasciatus	?	2011-06-07	?	West Nile virus isolate GRLA_855_2011 polyprotein gene, partial cds	?
KR349026.1	1992	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	SUYA_294_2011	Orthoflavivirus nilense	10135	partial	?	?	?	Culex tarsalis	?	2011-09-13	?	West Nile virus isolate SUYA_294_2011 polyprotein gene, partial cds	?
KR349014.1	1980	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	SAYO_6803_2008	Orthoflavivirus nilense	10299	partial	?	?	?	Culex tarsalis	?	2008-08-26	?	West Nile virus isolate SAYO_6803_2008 polyprotein gene, partial cds	?
JF357960.1	2833	West Nile virus	?	Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Nusbaum,C., Kramer,L., Birren,B.	Broad Institute of MIT and Harvard	USA	2011-03-12T00:00:00Z	WNV-1/Gallus/BID-V5109/skin	Orthoflavivirus nilense	10621	complete	?	?	?	Gallus gallus	skin	?	?	West Nile virus isolate WNV-1/Gallus/BID-V5109/skin, complete genome	Illinois
KR348969.1	1935	West Nile virus	?	Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.	Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases	USA	2015-08-08T00:00:00Z	GRLA_752_2011	Orthoflavivirus nilense	10299	partial	?	?	?	Culex stigmatosoma	?	2011-06-24	?	West Nile virus isolate GRLA_752_2011 polyprotein gene, partial cds	?
HQ671675.1	2787	West Nile virus	?	Henn,M.R., Newman,R.M., Brien,J., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Brien,J.D., Diamond,M.S., Nusbaum,C., Birren,B.	Broad Institute of MIT and Harvard	USA	2011-03-12T00:00:00Z	WNV-1/Mus/BID-V4926/spleen	Orthoflavivirus nilense	10613	complete	?	?	?	Mus musculus	spleen, abdominal cavity	?	?	West Nile virus isolate WNV-1/Mus/BID-V4926/spleen, complete genome	?
